generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness
85,66,8.072165672880404e-05,8.072165672880404e-05,8.072165672880404e-05,0.0
86,68,8.072165672880404e-05,8.072165672880406e-05,8.072165672880404e-05,0.0
87,60,8.072165672880404e-05,8.072165672880404e-05,8.072165672880404e-05,0.0
88,66,8.072165672880404e-05,8.072165672880404e-05,8.072165672880404e-05,0.0
89,70,8.072165672880404e-05,8.072165672880404e-05,8.072165672880404e-05,0.0
90,64,8.072165672880404e-05,8.072165672880404e-05,8.072165672880404e-05,0.0
91,62,8.072165672880404e-05,8.072165672880406e-05,8.072165672880404e-05,0.0
92,66,8.072165672880404e-05,8.072165672880406e-05,8.072165672880404e-05,0.0
93,64,8.072165672880404e-05,8.072165672880406e-05,8.072165672880404e-05,0.0
94,62,8.072165672880404e-05,8.072165672880406e-05,8.072165672880404e-05,0.0
95,60,8.072165672880404e-05,8.072165672880406e-05,8.072165672880404e-05,0.0
96,72,8.072165672880404e-05,8.072165672880406e-05,8.072165672880404e-05,0.0
97,70,8.072165672880404e-05,8.072165672880406e-05,8.072165672880404e-05,0.0
98,66,8.072165672880404e-05,8.072165672880406e-05,8.072165672880404e-05,0.0
99,66,8.072165672880404e-05,8.072165672880406e-05,8.072165672880404e-05,0.0
